Date,Open,High,Low,Close,Volume
0-51,55.0754704720099,55.0754704720099,55.0754704720099,55.0754704720099,65535
0-52,55.1740005691532,55.1740005691532,55.1740005691532,55.1740005691532,65535
0-53,55.2724731774545,55.2724731774545,55.2724731774545,55.2724731774545,65535
0-54,55.3708872027747,55.3708872027747,55.3708872027747,55.3708872027747,65535
0-55,55.4692415516258,55.4692415516258,55.4692415516258,55.4692415516258,65535
0-56,55.5675351311825,55.5675351311825,55.5675351311825,55.5675351311825,65535
0-57,55.665766849295,55.665766849295,55.665766849295,55.665766849295,65535
0-58,55.7639356145009,55.7639356145009,55.7639356145009,55.7639356145009,65535
0-59,55.8620403360369,55.8620403360369,55.8620403360369,55.8620403360369,65535
0-60,55.9600799238518,55.9600799238518,55.9600799238518,55.9600799238518,65535
0-61,56.0580532886178,56.0580532886178,56.0580532886178,56.0580532886178,65535
0-62,56.1559593417428,56.1559593417428,56.1559593417428,56.1559593417428,65535
0-63,56.253796995383,56.253796995383,56.253796995383,56.253796995383,65535
0-64,56.3515651624542,56.3515651624542,56.3515651624542,56.3515651624542,65535
0-65,56.4492627566445,56.4492627566445,56.4492627566445,56.4492627566445,65535
0-66,56.5468886924261,56.5468886924261,56.5468886924261,56.5468886924261,65535
0-67,56.6444418850673,56.6444418850673,56.6444418850673,56.6444418850673,65535
0-68,56.7419212506449,56.7419212506449,56.7419212506449,56.7419212506449,65535
0-69,56.8393257060557,56.8393257060557,56.8393257060557,56.8393257060557,65535
0-70,56.936654169029,56.936654169029,56.936654169029,56.936654169029,65535
0-71,57.0339055581384,57.0339055581384,57.0339055581384,57.0339055581384,65535
0-72,57.131078792814,57.131078792814,57.131078792814,57.131078792814,65535
0-73,57.2281727933542,57.2281727933542,57.2281727933542,57.2281727933542,65535
0-74,57.3251864809377,57.3251864809377,57.3251864809377,57.3251864809377,65535
0-75,57.4221187776357,57.4221187776357,57.4221187776357,57.4221187776357,65535
0-76,57.5189686064236,57.5189686064236,57.5189686064236,57.5189686064236,65535
0-77,57.6157348911932,57.6157348911932,57.6157348911932,57.6157348911932,65535
0-78,57.7124165567647,57.7124165567647,57.7124165567647,57.7124165567647,65535
0-79,57.8090125288981,57.8090125288981,57.8090125288981,57.8090125288981,65535
0-80,57.905521734306,57.905521734306,57.905521734306,57.905521734306,65535
0-81,58.0019431006649,58.0019431006649,58.0019431006649,58.0019431006649,65535
0-82,58.0982755566272,58.0982755566272,58.0982755566272,58.0982755566272,65535
0-83,58.1945180318334,58.1945180318334,58.1945180318334,58.1945180318334,65535
0-84,58.2906694569234,58.2906694569234,58.2906694569234,58.2906694569234,65535
0-85,58.3867287635492,58.3867287635492,58.3867287635492,58.3867287635492,65535
0-86,58.4826948843862,58.4826948843862,58.4826948843862,58.4826948843862,65535
0-87,58.5785667531451,58.5785667531451,58.5785667531451,58.5785667531451,65535
0-88,58.6743433045838,58.6743433045838,58.6743433045838,58.6743433045838,65535
0-89,58.7700234745195,58.7700234745195,58.7700234745195,58.7700234745195,65535
0-90,58.8656061998402,58.8656061998402,58.8656061998402,58.8656061998402,65535
0-91,58.9610904185165,58.9610904185165,58.9610904185165,58.9610904185165,65535
0-92,59.0564750696137,59.0564750696137,59.0564750696137,59.0564750696137,65535
0-93,59.1517590933033,59.1517590933033,59.1517590933033,59.1517590933033,65535
0-94,59.2469414308749,59.2469414308749,59.2469414308749,59.2469414308749,65535
0-95,59.342021024748,59.342021024748,59.342021024748,59.342021024748,65535
0-96,59.4369968184835,59.4369968184835,59.4369968184835,59.4369968184835,65535
0-97,59.531867756796,59.531867756796,59.531867756796,59.531867756796,65535
0-98,59.6266327855648,59.6266327855648,59.6266327855648,59.6266327855648,65535
0-99,59.721290851846,59.721290851846,59.721290851846,59.721290851846,65535
0-100,59.8158409038846,59.8158409038846,59.8158409038846,59.8158409038846,65535
0-101,59.9102818911251,59.9102818911251,59.9102818911251,59.9102818911251,65535
0-102,60.0046127642244,60.0046127642244,60.0046127642244,60.0046127642244,65535
0-103,60.0988324750626,60.0988324750626,60.0988324750626,60.0988324750626,65535
0-104,60.192939976755,60.192939976755,60.192939976755,60.192939976755,65535
0-105,60.2869342236635,60.2869342236635,60.2869342236635,60.2869342236635,65535
0-106,60.3808141714088,60.3808141714088,60.3808141714088,60.3808141714088,65535
0-107,60.4745787768812,60.4745787768812,60.4745787768812,60.4745787768812,65535
0-108,60.5682269982527,60.5682269982527,60.5682269982527,60.5682269982527,65535
0-109,60.6617577949885,60.6617577949885,60.6617577949885,60.6617577949885,65535
0-110,60.7551701278585,60.7551701278585,60.7551701278585,60.7551701278585,65535
0-111,60.8484629589489,60.8484629589489,60.8484629589489,60.8484629589489,65535
0-112,60.9416352516735,60.9416352516735,60.9416352516735,60.9416352516735,65535
0-113,61.0346859707857,61.0346859707857,61.0346859707857,61.0346859707857,65535
0-114,61.1276140823895,61.1276140823895,61.1276140823895,61.1276140823895,65535
0-115,61.2204185539513,61.2204185539513,61.2204185539513,61.2204185539513,65535
0-116,61.3130983543113,61.3130983543113,61.3130983543113,61.3130983543113,65535
0-117,61.4056524536948,61.4056524536948,61.4056524536948,61.4056524536948,65535
0-118,61.498079823724,61.498079823724,61.498079823724,61.498079823724,65535
0-119,61.590379437429,61.590379437429,61.590379437429,61.590379437429,65535
0-120,61.6825502692595,61.6825502692595,61.6825502692595,61.6825502692595,65535
0-121,61.7745912950961,61.7745912950961,61.7745912950961,61.7745912950961,65535
0-122,61.8665014922616,61.8665014922616,61.8665014922616,61.8665014922616,65535
0-123,61.9582798395327,61.9582798395327,61.9582798395327,61.9582798395327,65535
0-124,62.0499253171508,62.0499253171508,62.0499253171508,62.0499253171508,65535
0-125,62.1414369068337,62.1414369068337,62.1414369068337,62.1414369068337,65535
0-126,62.2328135917871,62.2328135917871,62.2328135917871,62.2328135917871,65535
0-127,62.3240543567153,62.3240543567153,62.3240543567153,62.3240543567153,65535
0-128,62.415158187833,62.415158187833,62.415158187833,62.415158187833,65535
0-129,62.5061240728763,62.5061240728763,62.5061240728763,62.5061240728763,65535
0-130,62.5969510011142,62.5969510011142,62.5969510011142,62.5969510011142,65535
0-131,62.6876379633594,62.6876379633594,62.6876379633594,62.6876379633594,65535
0-132,62.77818395198,62.77818395198,62.77818395198,62.77818395198,65535
0-133,62.8685879609104,62.8685879609104,62.8685879609104,62.8685879609104,65535
0-134,62.9588489856624,62.9588489856624,62.9588489856624,62.9588489856624,65535
0-135,63.0489660233369,63.0489660233369,63.0489660233369,63.0489660233369,65535
0-136,63.1389380726342,63.1389380726342,63.1389380726342,63.1389380726342,65535
0-137,63.2287641338659,63.2287641338659,63.2287641338659,63.2287641338659,65535
0-138,63.3184432089656,63.3184432089656,63.3184432089656,63.3184432089656,65535
0-139,63.4079743014999,63.4079743014999,63.4079743014999,63.4079743014999,65535
0-140,63.49735641668,63.49735641668,63.49735641668,63.49735641668,65535
0-141,63.586588561372,63.586588561372,63.586588561372,63.586588561372,65535
0-142,63.6756697441088,63.6756697441088,63.6756697441088,63.6756697441088,65535
0-143,63.7645989751001,63.7645989751001,63.7645989751001,63.7645989751001,65535
0-144,63.8533752662445,63.8533752662445,63.8533752662445,63.8533752662445,65535
0-145,63.9419976311395,63.9419976311395,63.9419976311395,63.9419976311395,65535
0-146,64.0304650850932,64.0304650850932,64.0304650850932,64.0304650850932,65535
0-147,64.1187766451347,64.1187766451347,64.1187766451347,64.1187766451347,65535
0-148,64.2069313300255,64.2069313300255,64.2069313300255,64.2069313300255,65535
0-149,64.2949281602698,64.2949281602698,64.2949281602698,64.2949281602698,65535
0-150,64.3827661581261,64.3827661581261,64.3827661581261,64.3827661581261,65535
0-151,64.4704443476175,64.4704443476175,64.4704443476175,64.4704443476175,65535
0-152,64.5579617545428,64.5579617545428,64.5579617545428,64.5579617545428,65535
0-153,64.6453174064872,64.6453174064872,64.6453174064872,64.6453174064872,65535
0-154,64.7325103328334,64.7325103328334,64.7325103328334,64.7325103328334,65535
0-155,64.8195395647719,64.8195395647719,64.8195395647719,64.8195395647719,65535
0-156,64.9064041353121,64.9064041353121,64.9064041353121,64.9064041353121,65535
0-157,64.9931030792931,64.9931030792931,64.9931030792931,64.9931030792931,65535
0-158,65.0796354333941,65.0796354333941,65.0796354333941,65.0796354333941,65535
0-159,65.1660002361454,65.1660002361454,65.1660002361454,65.1660002361454,65535
0-160,65.252196527939,65.252196527939,65.252196527939,65.252196527939,65535
0-161,65.3382233510393,65.3382233510393,65.3382233510393,65.3382233510393,65535
0-162,65.4240797495934,65.4240797495934,65.4240797495934,65.4240797495934,65535
0-163,65.5097647696423,65.5097647696423,65.5097647696423,65.5097647696423,65535
0-164,65.5952774591312,65.5952774591312,65.5952774591312,65.5952774591312,65535
0-165,65.6806168679198,65.6806168679198,65.6806168679198,65.6806168679198,65535
0-166,65.7657820477934,65.7657820477934,65.7657820477934,65.7657820477934,65535
0-167,65.8507720524731,65.8507720524731,65.8507720524731,65.8507720524731,65535
0-168,65.9355859376265,65.9355859376265,65.9355859376265,65.9355859376265,65535
0-169,66.0202227608778,66.0202227608778,66.0202227608778,66.0202227608778,65535
0-170,66.1046815818188,66.1046815818188,66.1046815818188,66.1046815818188,65535
0-171,66.1889614620191,66.1889614620191,66.1889614620191,66.1889614620191,65535
0-172,66.2730614650363,66.2730614650363,66.2730614650363,66.2730614650363,65535
0-173,66.3569806564269,66.3569806564269,66.3569806564269,66.3569806564269,65535
0-174,66.4407181037562,66.4407181037562,66.4407181037562,66.4407181037562,65535
0-175,66.5242728766091,66.5242728766091,66.5242728766091,66.5242728766091,65535
0-176,66.6076440466,66.6076440466,66.6076440466,66.6076440466,65535
0-177,66.6908306873835,66.6908306873835,66.6908306873835,66.6908306873835,65535
0-178,66.7738318746644,66.7738318746644,66.7738318746644,66.7738318746644,65535
0-179,66.8566466862082,66.8566466862082,66.8566466862082,66.8566466862082,65535
0-180,66.9392742018511,66.9392742018511,66.9392742018511,66.9392742018511,65535
0-181,67.0217135035104,67.0217135035104,67.0217135035104,67.0217135035104,65535
0-182,67.1039636751949,67.1039636751949,67.1039636751949,67.1039636751949,65535
0-183,67.1860238030144,67.1860238030144,67.1860238030144,67.1860238030144,65535
0-184,67.2678929751908,67.2678929751908,67.2678929751908,67.2678929751908,65535
0-185,67.3495702820673,67.3495702820673,67.3495702820673,67.3495702820673,65535
0-186,67.4310548161192,67.4310548161192,67.4310548161192,67.4310548161192,65535
0-187,67.5123456719635,67.5123456719635,67.5123456719635,67.5123456719635,65535
0-188,67.5934419463694,67.5934419463694,67.5934419463694,67.5934419463694,65535
0-189,67.6743427382681,67.6743427382681,67.6743427382681,67.6743427382681,65535
0-190,67.7550471487626,67.7550471487626,67.7550471487626,67.7550471487626,65535
0-191,67.8355542811381,67.8355542811381,67.8355542811381,67.8355542811381,65535
0-192,67.9158632408718,67.9158632408718,67.9158632408718,67.9158632408718,65535
0-193,67.9959731356426,67.9959731356426,67.9959731356426,67.9959731356426,65535
0-194,68.0758830753416,68.0758830753416,68.0758830753416,68.0758830753416,65535
0-195,68.1555921720812,68.1555921720812,68.1555921720812,68.1555921720812,65535
0-196,68.2350995402057,68.2350995402057,68.2350995402057,68.2350995402057,65535
0-197,68.3144042963007,68.3144042963007,68.3144042963007,68.3144042963007,65535
0-198,68.393505559203,68.393505559203,68.393505559203,68.393505559203,65535
0-199,68.4724024500106,68.4724024500106,68.4724024500106,68.4724024500106,65535
0-200,68.5510940920921,68.5510940920921,68.5510940920921,68.5510940920921,65535
0-201,68.6295796110968,68.6295796110968,68.6295796110968,68.6295796110968,65535
0-202,68.7078581349641,68.7078581349641,68.7078581349641,68.7078581349641,65535
0-203,68.7859287939335,68.7859287939335,68.7859287939335,68.7859287939335,65535
0-204,68.8637907205541,68.8637907205541,68.8637907205541,68.8637907205541,65535
0-205,68.941443049694,68.941443049694,68.941443049694,68.941443049694,65535
0-206,69.0188849185504,69.0188849185504,69.0188849185504,69.0188849185504,65535
0-207,69.096115466659,69.096115466659,69.096115466659,69.096115466659,65535
0-208,69.1731338359034,69.1731338359034,69.1731338359034,69.1731338359034,65535
0-209,69.2499391705245,69.2499391705245,69.2499391705245,69.2499391705245,65535
0-210,69.3265306171307,69.3265306171307,69.3265306171307,69.3265306171307,65535
0-211,69.4029073247067,69.4029073247067,69.4029073247067,69.4029073247067,65535
0-212,69.4790684446231,69.4790684446231,69.4790684446231,69.4790684446231,65535
0-213,69.5550131306461,69.5550131306461,69.5550131306461,69.5550131306461,65535
0-214,69.6307405389466,69.6307405389466,69.6307405389466,69.6307405389466,65535
0-215,69.7062498281097,69.7062498281097,69.7062498281097,69.7062498281097,65535
0-216,69.7815401591442,69.7815401591442,69.7815401591442,69.7815401591442,65535
0-217,69.8566106954915,69.8566106954915,69.8566106954915,69.8566106954915,65535
0-218,69.9314606030354,69.9314606030354,69.9314606030354,69.9314606030354,65535
0-219,70.0060890501109,70.0060890501109,70.0060890501109,70.0060890501109,65535
0-220,70.080495207514,70.080495207514,70.080495207514,70.080495207514,65535
0-221,70.1546782485102,70.1546782485102,70.1546782485102,70.1546782485102,65535
0-222,70.2286373488444,70.2286373488444,70.2286373488444,70.2286373488444,65535
0-223,70.3023716867494,70.3023716867494,70.3023716867494,70.3023716867494,65535
0-224,70.3758804429557,70.3758804429557,70.3758804429557,70.3758804429557,65535
0-225,70.4491628007,70.4491628007,70.4491628007,70.4491628007,65535
0-226,70.5222179457347,70.5222179457347,70.5222179457347,70.5222179457347,65535
0-227,70.5950450663367,70.5950450663367,70.5950450663367,70.5950450663367,65535
0-228,70.6676433533165,70.6676433533165,70.6676433533165,70.6676433533165,65535
0-229,70.7400120000273,70.7400120000273,70.7400120000273,70.7400120000273,65535
0-230,70.8121502023736,70.8121502023736,70.8121502023736,70.8121502023736,65535
0-231,70.8840571588207,70.8840571588207,70.8840571588207,70.8840571588207,65535
0-232,70.9557320704031,70.9557320704031,70.9557320704031,70.9557320704031,65535
0-233,71.0271741407336,71.0271741407336,71.0271741407336,71.0271741407336,65535
0-234,71.0983825760123,71.0983825760123,71.0983825760123,71.0983825760123,65535
0-235,71.1693565850349,71.1693565850349,71.1693565850349,71.1693565850349,65535
0-236,71.2400953792022,71.2400953792022,71.2400953792022,71.2400953792022,65535
0-237,71.3105981725282,71.3105981725282,71.3105981725282,71.3105981725282,65535
0-238,71.3808641816494,71.3808641816494,71.3808641816494,71.3808641816494,65535
0-239,71.4508926258329,71.4508926258329,71.4508926258329,71.4508926258329,65535
0-240,71.5206827269857,71.5206827269857,71.5206827269857,71.5206827269857,65535
0-241,71.5902337096629,71.5902337096629,71.5902337096629,71.5902337096629,65535
0-242,71.6595448010766,71.6595448010766,71.6595448010766,71.6595448010766,65535
0-243,71.7286152311043,71.7286152311043,71.7286152311043,71.7286152311043,65535
0-244,71.7974442322973,71.7974442322973,71.7974442322973,71.7974442322973,65535
0-245,71.8660310398898,71.8660310398898,71.8660310398898,71.8660310398898,65535
0-246,71.9343748918069,71.9343748918069,71.9343748918069,71.9343748918069,65535
0-247,72.002475028673,72.002475028673,72.002475028673,72.002475028673,65535
0-248,72.0703306938207,72.0703306938207,72.0703306938207,72.0703306938207,65535
0-249,72.1379411332989,72.1379411332989,72.1379411332989,72.1379411332989,65535
0-250,72.2053055958811,72.2053055958811,72.2053055958811,72.2053055958811,65535
0-251,72.2724233330741,72.2724233330741,72.2724233330741,72.2724233330741,65535
0-252,72.3392935991258,72.3392935991258,72.3392935991258,72.3392935991258,65535
0-253,72.405915651034,72.405915651034,72.405915651034,72.405915651034,65535
0-254,72.4722887485544,72.4722887485544,72.4722887485544,72.4722887485544,65535
0-255,72.5384121542088,72.5384121542088,72.5384121542088,72.5384121542088,65535
0-256,72.6042851332933,72.6042851332933,72.6042851332933,72.6042851332933,65535
0-257,72.6699069538867,72.6699069538867,72.6699069538867,72.6699069538867,65535
0-258,72.7352768868583,72.7352768868583,72.7352768868583,72.7352768868583,65535
0-259,72.8003942058762,72.8003942058762,72.8003942058762,72.8003942058762,65535
0-260,72.8652581874152,72.8652581874152,72.8652581874152,72.8652581874152,65535
0-261,72.9298681107652,72.9298681107652,72.9298681107652,72.9298681107652,65535
0-262,72.9942232580387,72.9942232580387,72.9942232580387,72.9942232580387,65535
0-263,73.0583229141792,73.0583229141792,73.0583229141792,73.0583229141792,65535
0-264,73.1221663669691,73.1221663669691,73.1221663669691,73.1221663669691,65535
0-265,73.1857529070372,73.1857529070372,73.1857529070372,73.1857529070372,65535
0-266,73.2490818278671,73.2490818278671,73.2490818278671,73.2490818278671,65535
0-267,73.3121524258047,73.3121524258047,73.3121524258047,73.3121524258047,65535
0-268,73.3749640000664,73.3749640000664,73.3749640000664,73.3749640000664,65535
0-269,73.4375158527463,73.4375158527463,73.4375158527463,73.4375158527463,65535
0-270,73.4998072888245,73.4998072888245,73.4998072888245,73.4998072888245,65535
0-271,73.5618376161746,73.5618376161746,73.5618376161746,73.5618376161746,65535
0-272,73.6236061455714,73.6236061455714,73.6236061455714,73.6236061455714,65535
0-273,73.6851121906985,73.6851121906985,73.6851121906985,73.6851121906985,65535
0-274,73.7463550681561,73.7463550681561,73.7463550681561,73.7463550681561,65535
0-275,73.8073340974683,73.8073340974683,73.8073340974683,73.8073340974683,65535
0-276,73.868048601091,73.868048601091,73.868048601091,73.868048601091,65535
0-277,73.9284979044192,73.9284979044192,73.9284979044192,73.9284979044192,65535
0-278,73.9886813357948,73.9886813357948,73.9886813357948,73.9886813357948,65535
0-279,74.0485982265133,74.0485982265133,74.0485982265133,74.0485982265133,65535
0-280,74.1082479108323,74.1082479108323,74.1082479108323,74.1082479108323,65535
0-281,74.1676297259781,74.1676297259781,74.1676297259781,74.1676297259781,65535
0-282,74.2267430121534,74.2267430121534,74.2267430121534,74.2267430121534,65535
0-283,74.2855871125445,74.2855871125445,74.2855871125445,74.2855871125445,65535
0-284,74.3441613733286,74.3441613733286,74.3441613733286,74.3441613733286,65535
0-285,74.4024651436812,74.4024651436812,74.4024651436812,74.4024651436812,65535
0-286,74.4604977757833,74.4604977757833,74.4604977757833,74.4604977757833,65535
0-287,74.5182586248284,74.5182586248284,74.5182586248284,74.5182586248284,65535
0-288,74.57574704903,74.57574704903,74.57574704903,74.57574704903,65535
0-289,74.6329624096282,74.6329624096282,74.6329624096282,74.6329624096282,65535
0-290,74.6899040708976,74.6899040708976,74.6899040708976,74.6899040708976,65535
0-291,74.7465714001535,74.7465714001535,74.7465714001535,74.7465714001535,65535
0-292,74.8029637677596,74.8029637677596,74.8029637677596,74.8029637677596,65535
0-293,74.8590805471345,74.8590805471345,74.8590805471345,74.8590805471345,65535
0-294,74.9149211147591,74.9149211147591,74.9149211147591,74.9149211147591,65535
0-295,74.9704848501832,74.9704848501832,74.9704848501832,74.9704848501832,65535
0-296,75.0257711360325,75.0257711360325,75.0257711360325,75.0257711360325,65535
0-297,75.0807793580156,75.0807793580156,75.0807793580156,75.0807793580156,65535
0-298,75.1355089049305,75.1355089049305,75.1355089049305,75.1355089049305,65535
0-299,75.1899591686717,75.1899591686717,75.1899591686717,75.1899591686717,65535
0-300,75.2441295442369,75.2441295442369,75.2441295442369,75.2441295442369,65535
0-301,75.2980194297335,75.2980194297335,75.2980194297335,75.2980194297335,65535
0-302,75.3516282263856,75.3516282263856,75.3516282263856,75.3516282263856,65535
0-303,75.4049553385405,75.4049553385405,75.4049553385405,75.4049553385405,65535
0-304,75.4580001736751,75.4580001736751,75.4580001736751,75.4580001736751,65535
0-305,75.5107621424031,75.5107621424031,75.5107621424031,75.5107621424031,65535
0-306,75.5632406584809,75.5632406584809,75.5632406584809,75.5632406584809,65535
0-307,75.6154351388143,75.6154351388143,75.6154351388143,75.6154351388143,65535
0-308,75.6673450034653,75.6673450034653,75.6673450034653,75.6673450034653,65535
0-309,75.7189696756581,75.7189696756581,75.7189696756581,75.7189696756581,65535
0-310,75.7703085817858,75.7703085817858,75.7703085817858,75.7703085817858,65535
0-311,75.8213611514165,75.8213611514165,75.8213611514165,75.8213611514165,65535
0-312,75.8721268173002,75.8721268173002,75.8721268173002,75.8721268173002,65535
0-313,75.9226050153742,75.9226050153742,75.9226050153742,75.9226050153742,65535
0-314,75.9727951847703,75.9727951847703,75.9727951847703,75.9727951847703,65535
0-315,76.0226967678205,76.0226967678205,76.0226967678205,76.0226967678205,65535
0-316,76.0723092100632,76.0723092100632,76.0723092100632,76.0723092100632,65535
0-317,76.1216319602496,76.1216319602496,76.1216319602496,76.1216319602496,65535
0-318,76.1706644703496,76.1706644703496,76.1706644703496,76.1706644703496,65535
0-319,76.2194061955581,76.2194061955581,76.2194061955581,76.2194061955581,65535
0-320,76.2678565943008,76.2678565943008,76.2678565943008,76.2678565943008,65535
0-321,76.3160151282405,76.3160151282405,76.3160151282405,76.3160151282405,65535
0-322,76.3638812622828,76.3638812622828,76.3638812622828,76.3638812622828,65535
0-323,76.4114544645823,76.4114544645823,76.4114544645823,76.4114544645823,65535
0-324,76.4587342065484,76.4587342065484,76.4587342065484,76.4587342065484,65535
0-325,76.5057199628511,76.5057199628511,76.5057199628511,76.5057199628511,65535
0-326,76.5524112114269,76.5524112114269,76.5524112114269,76.5524112114269,65535
0-327,76.5988074334846,76.5988074334846,76.5988074334846,76.5988074334846,65535
0-328,76.6449081135112,76.6449081135112,76.6449081135112,76.6449081135112,65535
0-329,76.6907127392773,76.6907127392773,76.6907127392773,76.6907127392773,65535
0-330,76.7362208018431,76.7362208018431,76.7362208018431,76.7362208018431,65535
0-331,76.7814317955639,76.7814317955639,76.7814317955639,76.7814317955639,65535
0-332,76.8263452180959,76.8263452180959,76.8263452180959,76.8263452180959,65535
0-333,76.8709605704014,76.8709605704014,76.8709605704014,76.8709605704014,65535
0-334,76.9152773567549,76.9152773567549,76.9152773567549,76.9152773567549,65535
0-335,76.9592950847479,76.9592950847479,76.9592950847479,76.9592950847479,65535
0-336,77.0030132652952,77.0030132652952,77.0030132652952,77.0030132652952,65535
0-337,77.0464314126395,77.0464314126395,77.0464314126395,77.0464314126395,65535
0-338,77.0895490443575,77.0895490443575,77.0895490443575,77.0895490443575,65535
0-339,77.1323656813648,77.1323656813648,77.1323656813648,77.1323656813648,65535
0-340,77.1748808479214,77.1748808479214,77.1748808479214,77.1748808479214,65535
0-341,77.2170940716371,77.2170940716371,77.2170940716371,77.2170940716371,65535
0-342,77.2590048834765,77.2590048834765,77.2590048834765,77.2590048834765,65535
0-343,77.3006128177643,77.3006128177643,77.3006128177643,77.3006128177643,65535
0-344,77.3419174121905,77.3419174121905,77.3419174121905,77.3419174121905,65535
0-345,77.3829182078156,77.3829182078156,77.3829182078156,77.3829182078156,65535
0-346,77.4236147490758,77.4236147490758,77.4236147490758,77.4236147490758,65535
0-347,77.4640065837875,77.4640065837875,77.4640065837875,77.4640065837875,65535
0-348,77.504093263153,77.504093263153,77.504093263153,77.504093263153,65535
0-349,77.5438743417653,77.5438743417653,77.5438743417653,77.5438743417653,65535
0-350,77.5833493776126,77.5833493776126,77.5833493776126,77.5833493776126,65535
0-351,77.6225179320841,77.6225179320841,77.6225179320841,77.6225179320841,65535
0-352,77.6613795699738,77.6613795699738,77.6613795699738,77.6613795699738,65535
0-353,77.6999338594861,77.6999338594861,77.6999338594861,77.6999338594861,65535
0-354,77.7381803722406,77.7381803722406,77.7381803722406,77.7381803722406,65535
0-355,77.7761186832763,77.7761186832763,77.7761186832763,77.7761186832763,65535
0-356,77.8137483710569,77.8137483710569,77.8137483710569,77.8137483710569,65535
0-357,77.851069017475,77.851069017475,77.851069017475,77.851069017475,65535
0-358,77.8880802078573,77.8880802078573,77.8880802078573,77.8880802078573,65535
0-359,77.9247815309685,77.9247815309685,77.9247815309685,77.9247815309685,65535
0-360,77.9611725790168,77.9611725790168,77.9611725790168,77.9611725790168,65535
0-361,77.9972529476574,77.9972529476574,77.9972529476574,77.9972529476574,65535
